Tag 1,Tag 2,Tag 3,Rule 1,Rule 2,Rule 3,Rule 4,Rule 5,Your Comments
4. Animal Welfare,4.2. Animal Nutrition,4.2.15,"Animals held off feed and water for animal husbandry practices are monitored for signs of distress, and remedial actions are taken if these are seen.","1) Animals are closely monitored during any deprivation periods, with special attention for those animals in late pregnancy or lactation. Remedial action is taken immediately if animals show signs of discomfort or distress from deprivation, for example excessive panting or unsteadiness on their feet in hot conditions, or shivering and huddling in cold conditions.

2) Remedial actions (depending on conditions and severity of reaction) could include provision of additional shelter, adjusting stocking density, moving animals to areas with more or less ventilation, or providing feed or water.",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Skins",
4. Animal Welfare,4.2. Animal Nutrition,4.2.16,Animals in poor health/condition are not deprived of food or water.,"1) Animals in poor health or poor condition (i.e., body condition of less than 2.0) are identified and removed from any group that will be undergoing food or water deprivation (for example pre-shearing).",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Skins",
4. Animal Welfare,4.2. Animal Nutrition,4.2.17,Waterfowl are not deprived of food or drinking water for more than eight (8) hours.,1) The organization ensures that animals are either returned to feed and water by the maximum determined in the criterion or are slaughtered by the time this maximum is reached.,Conformance-Related,Major,Down,
4. Animal Welfare,4.2. Animal Nutrition,4.2.18,"Feed is properly stored to ensure that quality is maintained, and contamination is avoided.","1) This applies to both stored forages (e.g., hay) and concentrate or grain-based feeds.

2) Proper storage ensures feed remains dry, does not allow easy access for rodents or wild birds, and does not lead to contamination with foreign bodies.",Conformance-Related,Minor,"Sheep wool, Mohair, Alpaca, Down, Skins",
4. Animal Welfare,4.2. Animal Nutrition,4.2.19,"The organization performs regular checks and monitoring to ensure feed and water quality and quantity are maintained, and promptly rectifies any identified supply or storage problems.","1) The frequency of checks will depend on the source and availability of feed and water (e.g., natural pasture and water sources where animals always have free access will require less oversight than when animals are housed).

2) Whenever animals are inspected, feed and water should also be checked. Any problems found are addressed.",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Down, Skins",
4. Animal Welfare,4.3. Living Environment,4.3.1,"Housing and handling systems are designed, constructed, and maintained so as to minimize stress and the likelihood of injury to the animals.","1) The maintenance of housing and handling systems ensures that there are no sharp edges, projections or other features that could cause injury to animals. Animals also do not have access to any electrical points.

2) Shearing sheds are included within this criterion for fiber animals (i.e., mammals). 

3) Handling systems are only relevant for fiber animals.

4) Handling  systems are designed having in mind the behavior of the animals to be handled. For example, animals tend to move better around curves than at right angled corners.",Conformance-Related,Minor,"Sheep wool, Mohair, Alpaca, Down, Skins",
4. Animal Welfare,4.3. Living Environment,4.3.2,Housing is located away from areas of (potential) runoff.,"1) Runoff is considered any water running to housing. If there are known cases of this occurring, there is a mechanism in place to prevent runoff from entering the housing.",Conformance-Related,Minor,Down,
4. Animal Welfare,4.3. Living Environment,4.3.3,All buildings that are in use on the site are structurally sound.,"1) A building or outdoor pen is considered to be structurally sound if it is capable of adequately and safely confining animals without risk of injury (e.g., from collapse of all or part of the structure).",Conformance-Related,Minor,"Sheep wool, Mohair, Alpaca, Down, Skins",
4. Animal Welfare,4.3. Living Environment,4.3.4,"Infrastructure is inspected regularly and maintained in good condition or repaired, as necessary.","1) The frequency of inspection and maintenance relates to the frequency of use. For example, shearing sheds are inspected, and any maintenance carried out ahead of shearing, but if they are unused at other times of the year there is not a need for (say) monthly checks.",Conformance-Related,Minor,"Sheep wool, Mohair, Alpaca, Down, Skins",
4. Animal Welfare,4.3. Living Environment,4.3.5,Animals in housing or outdoor pens are protected to prevent them from suffering from heat and cold stress.,"1) Housed or penned animals at the time of audit do not show signs of heat or cold stress. If no animals are housed or penned at this time, interviewed workers can describe the signs of these stresses and the action they would take should they be observed. 

2) Signs of heat stress include:
- Panting;
- Rapid breathing; and
- Weakness/difficulty standing.
Remedial actions for heat stress include moving the animals to a cool shaded area with good air circulation and offering water.
 
3) Signs of cold stress include:
- Shallow breathing;
- Shivering; and
- Huddling together with other animals.
All fiber animals can be at risk of cold stress post-shearing and extra attention to this risk is needed at this time.
Remedial actions for cold stress includes moving animals to a sheltered area and feeding them. For individual alpacas, the use of coats or capes can also reduce cold stress.",Conformance-Related,Major,"Sheep wool, Mohair, Alpaca, Skins",
